commit_hash,project,claude_ans,split,qualidade,commit_message,commit_message_len,diff_len,diff_lines
338e37912c25ef5eae0c58540a2817b86993b4fd,camel,Sim,train,72,log an error  rather than failing  if the camel:embedded fails to start during the mvn site report generation -  Also enabled reports by default on the examplesgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@566723 13f79535-47bb-0310-9956-ffa450edef68n,274,3808,94
34352c2076b4d4ad1d35463302c2716043d8bdeb,camel,Provavelmente sim,train,52,CAMEL-534 Fixed the camel mina udp throws exception [Already released buffer]git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@658580 13f79535-47bb-0310-9956-ffa450edef68n,191,2511,43
34cdcfded781a158977b84ee4ac3357fbaa94e9b,camel,Provavelmente sim,train,20,Fixed the test error of camel-jpagit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@742814 13f79535-47bb-0310-9956-ffa450edef68n,138,1011,13
353a131c94cb8f9d98fff989f2d6721f4913237f,camel,Sim,train,72,applied patch from https://issues - apache - org/activemq/browse/CAMEL-155 by Nicky Sandhu to expose more aggregator properties in the DSLgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@579646 13f79535-47bb-0310-9956-ffa450edef68n,252,2043,56
353ebd7dce8466e104ea32f257e810f15c415245,camel,Provavelmente sim,train,35,clean up header constantsgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@788801 13f79535-47bb-0310-9956-ffa450edef68n,130,2967,59
3583f2b0eabded1010a1f41891318626914b7fa3,camel,Provavelmente sim,train,40,minor refactor of some of the testing methods and some tidy up of the codegit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@535205 13f79535-47bb-0310-9956-ffa450edef68n,188,8407,155
35b4d30f48ae6fd63d023871e2d2e072579951dc,camel,Provavelmente sim,train,35,Try to fixed the FileExclusiveReadRenameStrategyTest failures in Linux Boxgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@729257 13f79535-47bb-0310-9956-ffa450edef68n,188,3121,68
35dcbe4dcb194139bfc73a0f4abe2a3f866a5488,camel,Sim,train,62,Added unit test for AnnotationModuleLoadergit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@782850 13f79535-47bb-0310-9956-ffa450edef68n,147,2236,45
361dc897178ddd76afdd93e40447c7b8a42813fa,camel,Sim,train,52,allow a constant value to be easily used in an expressiongit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@573180 13f79535-47bb-0310-9956-ffa450edef68n,171,742,18
3622643437e89698048ba295e5b2b4ac96f97833,camel,Sim,test,62,avoid the copy of an exchange if it is of the correct type alreadygit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@534163 13f79535-47bb-0310-9956-ffa450edef68n,180,3659,85
37d8b6e8f69ab2762ce1dc5d595fdfdc194ea0cf,camel,Provavelmente sim,train,35,applied patch for https://issues - apache - org/activemq/browse/CAMEL-232 with thanks!git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@596266 13f79535-47bb-0310-9956-ffa450edef68n,200,959,17
383e00f671f7d88c68a0d302c99987b3350f3feb,camel,Provavelmente não,train,10,Fix for http://www - nabble - com/I-think-I-should-be-able-to-refer-to-an-endpoint-by-name-w-o-knowing-the-URL-parameters-td15994537s22882 - html#a17284142git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@658273 13f79535-47bb-0310-9956-ffa450edef68n,269,3251,85
38af10d7a3ec177bfabacbc823cb3d2f62455be9,camel,Provavelmente sim,train,35,CAMEL-393 - test showing the problem described in the issuegit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@639484 13f79535-47bb-0310-9956-ffa450edef68n,173,1620,28
3a133c84057468ced63cc601eb9adc82992fd6e3,camel,Sim,train,72,Added a isRunAllowed() method to ServiceSupport to make it eaiser for derived classes to know when it should continue to process messages - git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@582309 13f79535-47bb-0310-9956-ffa450edef68n,254,4709,94
3a1d91c1e04f422e2b7182b2d509287c878de363,camel,Provavelmente sim,train,28,added a few helper methodsgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@582864 13f79535-47bb-0310-9956-ffa450edef68n,140,1566,38
3abc6af40d1c99e62043acd284514a34bfe7e3e6,camel,Sim,train,78,avoid NullPointerException if no CamelContext set on an Exchangegit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@676641 13f79535-47bb-0310-9956-ffa450edef68n,178,2080,41
3b04657727456303fe4949232dd0da0307698f0e,camel,Sim,train,72,minor tweak to BrowsableEndpoint interface to fix a compile error until we zap the generics on Endpointgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@634648 13f79535-47bb-0310-9956-ffa450edef68n,217,730,17
3b6aadd51a6ea46f5b58210156d404b3a24ba204,camel,Sim,train,72,CAMEL-1583: ldap-producer is not thread safe -  Applied patch with thanks to Christopher Hunt - git-svn-id: https://svn - apache - org/repos/asf/camel/trunk@771303 13f79535-47bb-0310-9956-ffa450edef68n,201,3061,64
3d1aeb584f751ca3c31d638ea636758857f22762,camel,Provavelmente sim,train,52,added a test case for the spring 2 - 0 namespace configuration of the packagesgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@533686 13f79535-47bb-0310-9956-ffa450edef68n,192,2372,44
3d8a6d97dea51bb4d0f83991e83960208aa8c613,camel,Sim,test,52,CAMEL-1070: hasAttachments() must also initgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@712692 13f79535-47bb-0310-9956-ffa450edef68n,157,642,13
3d9dca4b9ea74ffdb101b41cfe4244500c486e89,camel,Provavelmente sim,train,52,CAMEL-1509 Made isStarted() better as Claus suggestedgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@761194 13f79535-47bb-0310-9956-ffa450edef68n,158,581,13
3dd82111a13221f2445415a64875a3f836a58478,camel,Sim,train,52,better logging and added TODOgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@656947 13f79535-47bb-0310-9956-ffa450edef68n,143,1361,29
3e137eb452d57efbcbcf31d59cc25ea1e882c096,camel,Sim,test,62,Added unit test for producing files with generated idgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@661210 13f79535-47bb-0310-9956-ffa450edef68n,167,2313,55
3e165fbf84a8374f7ee15b49f971e2377c55c469,camel,Provavelmente sim,train,52,added snippet tags to make documentation easiergit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@722819 13f79535-47bb-0310-9956-ffa450edef68n,161,3595,95
3e5c48174b3cbc37c5e44ab8f3a64f34b15a2355,camel,Provavelmente sim,train,40,Fixed the build of removing the NoRouteBuildergit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@663595 13f79535-47bb-0310-9956-ffa450edef68n,160,833,13
3ebb3251fc99889b94608c61ccb8ca61cafa7b3e,camel,Provavelmente sim,train,35,CAMEL-1124 added the wiki snippet commentsgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@721333 13f79535-47bb-0310-9956-ffa450edef68n,156,3079,64
3eff9353bdac598a079d6d5e5a50f68e84ba3106,camel,Provavelmente sim,train,35,Fixed the cs errors of camel-coregit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@705129 13f79535-47bb-0310-9956-ffa450edef68n,147,6119,135
3f8b8917f61210ab30e7b8cf5f76b75bb72fb08e,camel,Provavelmente sim,train,25,CAMEL-1379 added a unit testgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@747704 13f79535-47bb-0310-9956-ffa450edef68n,133,7637,160
3fd60b2abeed4fd72e0a1d2616719ad74316f311,camel,Sim,test,62,CAMEL-1289: moved filter strategy from component to endpointgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@743724 13f79535-47bb-0310-9956-ffa450edef68n,165,6125,138
3fdfe19f79229e5dc4aea2e4d110fbe399a21fc7,camel,Provavelmente sim,train,20,added snippet macrosgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@560182 13f79535-47bb-0310-9956-ffa450edef68n,134,4791,103
40f8ffce0a775cee0583c684ced88902ac7cd6c3,camel,Provavelmente sim,train,62,CAMEL-901 -  Workaround -  ObjectHelper now also tries if the value is a boolean true|false  fixes the new handled(false) DSL not working before - git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@704668 13f79535-47bb-0310-9956-ffa450edef68n,261,1873,31
416fe3920687f53b132886c406e740813f056a53,camel,Provavelmente sim,train,35,by default lets use a reporter to dump the progress of sending messagesgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@644696 13f79535-47bb-0310-9956-ffa450edef68n,185,3891,98
4192972e0101a61cf1ca09ab54332157b5454ff5,camel,Provavelmente sim,train,40,CAMEL-1809 removed the unused system println codes and fixed a CS error of camel-jmsgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@792042 13f79535-47bb-0310-9956-ffa450edef68n,189,2161,44
42042db3e89a2ff5924df22de4179ef8c20294d9,camel,Provavelmente sim,train,40,CAMEL-577: fix in non-osgi envgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@668216 13f79535-47bb-0310-9956-ffa450edef68n,144,3276,71
422943627ed62cfd0fd9632658d3ce1de8604f6f,camel,Sim,train,62,added a hook to make it easier to post-process the CamelContext when reusing the Maingit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@620840 13f79535-47bb-0310-9956-ffa450edef68n,199,1155,22
425051e57362e2cbef955daa81a64f934e9a9d1e,camel,Sim,train,78,CAMEL-939 - Seems that XPathTest - testUsingJavaExtensions was supposed to be ignored if Xalan was not on the classpath -  Im changing the test so that it is ignored correctly in this case - git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@700090 13f79535-47bb-0310-9956-ffa450edef68n,305,2031,34
432bb2007299e033d2547028462c7979aa82bfc3,camel,Provavelmente sim,train,20,CAMEL-372 Solided the unit testsgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@728870 13f79535-47bb-0310-9956-ffa450edef68n,146,4311,83
4352198dc9a0610eb2bb8576deb72cd3a34ee0b5,camel,Provavelmente sim,train,52,CAMEL-335 - Added option for connectionTimeout - Camel sets default java mail properties if none providedgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@653240 13f79535-47bb-0310-9956-ffa450edef68n,219,4688,100
43e1bc6b7e93e396f0d10cea171918e5a9226bb4,camel,Sim,train,62,Adding SNIPPET comments to document stream caching featuregit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@753002 13f79535-47bb-0310-9956-ffa450edef68n,163,1023,20
443760c764e994b041c0324b107e665db7a596c8,camel,Sim,train,62,CAMEL-1253 added support to set the TransformerFactory for the camel-xslt endponintgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@734340 13f79535-47bb-0310-9956-ffa450edef68n,197,2743,56
44908857072c127c1f2daff00e28a92d0aaf1fa1,camel,Provavelmente sim,train,30,Fixed failing unit test on Bamboogit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@656952 13f79535-47bb-0310-9956-ffa450edef68n,147,1275,22
44dafe74533fe16e79014356eee3904fed8b8c1f,camel,Sim,test,52,Should not filiting the GZIPHelper - CONTENT_ENCODING and fixed the failed unit testgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@745751 13f79535-47bb-0310-9956-ffa450edef68n,189,957,14
4528276141c63f958a5633f9d405db34049db0dc,camel,Provavelmente sim,train,40,CAMEL-1672 updated the exception handling in CxfRsInvokergit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@781959 13f79535-47bb-0310-9956-ffa450edef68n,162,1629,33
4541371d6a17c749facf62d201c729661e20d7c1,camel,Provavelmente sim,train,28,CAMEL-705 -   Patch applied with thanks!git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@676208 13f79535-47bb-0310-9956-ffa450edef68n,154,3916,75
458f5df01368b35a276fd403c5954bf183d6c598,camel,Sim,train,78,CAMEL-399 : restored handleAll() method as deprecated not to break backward compatibilitygit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@641637 13f79535-47bb-0310-9956-ffa450edef68n,203,806,21
46082cb24aa1e958ac6b0cb9512c0b585dfa5261,camel,Sim,train,52,Remove generics from compoenent archetypegit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@722149 13f79535-47bb-0310-9956-ffa450edef68n,155,5678,106
46353f185ea06bb2be18c8f5e4ba4edb4efaf377,camel,Provavelmente sim,test,35,removed option on mock endpoint at it caused harmgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@793603 13f79535-47bb-0310-9956-ffa450edef68n,154,2196,46
474f77fcbf91ebb08c81a23a5fa79d999a60d709,camel,Sim,train,62,applied patch from https://issues - apache - org/activemq/browse/CAMEL-156 by Nicky Sandhu to support the use of HTTP query optionsgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@579644 13f79535-47bb-0310-9956-ffa450edef68n,245,3121,66
47b99c23c0d5c8ed1d2ad56ca544d25eab88517a,camel,Provavelmente sim,train,52,CAMEL-272 -  Simplify code to use ObjectHelper - git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@659559 13f79535-47bb-0310-9956-ffa450edef68n,163,3430,63
47f4ed3d67ac76d61b282ab1c9cfa1b8873840bd,camel,Sim,train,35,added an integration testgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@575880 13f79535-47bb-0310-9956-ffa450edef68n,139,2156,56
48cd43a7ee4521d049237a1d07b41caa1dd1cbf0,camel,Não,train,2,fixed typeogit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@554969 13f79535-47bb-0310-9956-ffa450edef68n,125,2055,50
490db23c04a1a312e5c7e58a798aee11f3f167bb,camel,Provavelmente sim,train,30,minor chanage to add multiple methods - and use the URI syntaxgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@590608 13f79535-47bb-0310-9956-ffa450edef68n,176,1207,24
4931749748aedb4f1f554e5cfbfbf529891dd65a,camel,Provavelmente sim,test,28,added a helper classgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@620555 13f79535-47bb-0310-9956-ffa450edef68n,134,2157,54
499a3781e2d247a2e8dd298f41b6d8fa01c5d083,camel,Sim,train,72,CAMEL-1849: Stream cached based on files can be disabled by setting a threshold of 0 or negative - git-svn-id: https://svn - apache - org/repos/asf/camel/trunk@797923 13f79535-47bb-0310-9956-ffa450edef68n,204,4697,101
4a1090bdc6b691eb420012856dde9f4cea71e354,camel,Provavelmente sim,train,20,fixed unit test repoted by TCgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@789352 13f79535-47bb-0310-9956-ffa450edef68n,134,1594,37
4b6829bdd7869db5d31b112882ce7c3bcacc90e9,camel,Provavelmente sim,train,40,Fixed the test error of FileExclusiveReadRenameStrategyTest on windows boxgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@730716 13f79535-47bb-0310-9956-ffa450edef68n,188,1620,28
4b69ba6a689a87e7e830d2f198453cd38990a5c1,camel,Provavelmente sim,train,35,Fixed the CS errors of camel-jmsgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@695105 13f79535-47bb-0310-9956-ffa450edef68n,146,5009,133
4baef67076ad05c40c6f7b389584a5b7d42cbdac,camel,Provavelmente sim,train,35,Try to fix the test failure of AggregatorRouteNumberOfProcessorTestgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@787940 13f79535-47bb-0310-9956-ffa450edef68n,172,1374,22
4be0783a8069a97b8ee6d17750e650762ef475a5,camel,Sim,train,72,Removed @deprecated code in routingSlip -  A header should always be provided as it makes the DSL more intuitive - git-svn-id: https://svn - apache - org/repos/asf/camel/trunk@736301 13f79535-47bb-0310-9956-ffa450edef68n,220,10033,195
4be4b34d8ac20f05df98c37b0aabe3716bf6d07e,camel,Provavelmente sim,test,35,test cases to prove CAMEL-108 worksgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@566799 13f79535-47bb-0310-9956-ffa450edef68n,149,5111,106
4c024f4deaaf7a89eb7682ac129a430f0a669227,camel,Provavelmente sim,train,30,Polishing the comments and solide the unit tests according to the mailing listgit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@776971 13f79535-47bb-0310-9956-ffa450edef68n,183,4440,66
4c3b61f1d355764611f3e8b0dff616ffc3557c65,camel,Provavelmente sim,train,20,fix for CAMEL-1010git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@706634 13f79535-47bb-0310-9956-ffa450edef68n,132,1224,23
4c421ba17becdda74aee4def8edfaa9a8943e23e,camel,Sim,test,62,Get AMQPRouteTest work in my Windows vista boxgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@681693 13f79535-47bb-0310-9956-ffa450edef68n,160,1559,37
4c9ecb3eb2dd63d7a44f6e8185b39d41cfee6141,camel,Provavelmente sim,train,35,added nicer output of the trace formattergit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@669972 13f79535-47bb-0310-9956-ffa450edef68n,155,3678,84
4d7c209e8ad39db32bcb566c9b41954a8ed4ccbc,camel,Sim,test,72,minor change to the fix for https://issues - apache - org/activemq/browse/CAMEL-224 - lets copy the headers before we invoke the stylesheet in case they modify themgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@595763 13f79535-47bb-0310-9956-ffa450edef68n,278,933,17
4e591f695d1406775f4d50cf8dfcf28f8c52bc89,camel,Sim,train,62,CAMEL-927: JMX route interceptor should handle routes with no output = no processorgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@699782 13f79535-47bb-0310-9956-ffa450edef68n,197,3310,83
4eb1e3b173be8272d529898eab7872bb78cf9aa6,camel,Sim,train,78,CAMEL-1867: Fixed setting JMSPriority as header also working for 0 as value -  Thanks to Siegfried Wirth for reporting - git-svn-id: https://svn - apache - org/repos/asf/camel/trunk@801884 13f79535-47bb-0310-9956-ffa450edef68n,226,4101,75
4f218aa9dfcaf12daad96ffbb2ebccfc6412fa68,camel,Provavelmente sim,train,35,Try to fix the test error of Hudsongit-svn-id: https://svn - apache - org/repos/asf/camel/trunk@773452 13f79535-47bb-0310-9956-ffa450edef68n,140,2710,52
4f2c71d23ace7ebfbe19fbc4d45757e6d99ccff8,camel,Provavelmente sim,train,28,CAMEL-631 applied patch with thanks to Jonathangit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@670784 13f79535-47bb-0310-9956-ffa450edef68n,161,2843,43
5112cf705cfd05eb46b49e3c6d8f6adefea48b9f,camel,Provavelmente sim,train,40,fixed test case I just broke :) also added default constants which may be handygit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@579669 13f79535-47bb-0310-9956-ffa450edef68n,193,2585,56
